Station.Id,StationName,longitude,latitude,Easting,Northing
619,"Irene Road, Parsons Green",-0.19701,51.4738,525317.94,176518.5
620,"Surrey Lane, Battersea",-0.167161,51.4752,527387.13,176727.74
621,"Wandsworth Town Station, Wandsworth",-0.187427,51.4609,526018.57,175101.45
622,"Lansdowne Road, Ladbroke Grove",-0.205536,51.5075,524634.1,180254.44
623,"Nantes Close, Wandsworth",-0.180792,51.4619,526476.93,175231.19
624,"Courland Grove, Wandsworth Road",-0.132103,51.4729,529828.27,176537.55
625,"Queen's Circus, Battersea Park",-0.149552,51.4776,528603.04,177029.61
626,"Normand Park, West Kensington",-0.204815,51.4844,524747.35,177686.7
627,"Holden Street, Battersea",-0.158231,51.4688,528024.68,176032.76
628,"William Morris Way, Sands End",-0.184319,51.4688,526212.81,175990.83
629,"Morie Street, Wandsworth",-0.190184,51.46,525830.04,174994.6
630,"Clarence Walk, Stockwell",-0.126994,51.4707,530189.19,176304.15
631,"Battersea Park Road, Nine Elms",-0.141771,51.4795,529137.84,177253.18
632,"Sheepcote Lane, Battersea",-0.163042,51.4705,527686.45,176218.56
633,"Vereker Road, West Kensington",-0.209379,51.4896,524415.96,178257.99
634,"Brook Green South, Brook Green",-0.215805,51.4943,523956.57,178776.4
635,"Greyhound Road, Hammersmith",-0.214428,51.4861,524074.86,177857.29
636,"South Park, Sands End",-0.193502,51.4671,525579.98,175779.81
637,"Spencer Park, Wandsworth Common",-0.174692,51.4579,526912.14,174790.01
638,"Falcon Road, Clapham Junction",-0.169821,51.4666,527226.08,175773.15
639,"Coomer Place, West Kensington",-0.202039,51.4836,524941.77,177600.85
640,"Silverthorne Road, Battersea",-0.148059,51.4729,528720.06,176503.57
641,"Archbishop's Park, Waterloo",-0.117496,51.4982,530769.84,179379.73
642,"Fawcett Close, Battersea",-0.174486,51.4692,526894.53,176046.36
643,"All Saints' Road, Portobello",-0.204764,51.519,524656.07,181541.47
644,"Rainville Road, Hammersmith",-0.223852,51.4837,523427.1,177582.05
645,"Great Suffolk Street, The Borough",-0.100292,51.5017,531953.966,179798.936
646,"Buckingham Gate, Westminster",-0.137425,51.4989,529384.69,179414.08
647,"Richmond Way, Shepherd's Bush",-0.217515,51.5004,523822.49,179441.42
648,"Peterborough Road, Sands End",-0.196275,51.469,525382.43,175994.83
649,"World's End Place, West Chelsea",-0.180275,51.4818,526457.94,177441.51
650,"St. Mark's Road, North Kensington",-0.213872,51.5169,524030.45,181284.3
651,"Thorndike Close, West Chelsea",-0.183854,51.4809,526212.41,177335.2
652,"Evesham Street, Avondale",-0.21819,51.5115,523744.9,180678.48
653,"Simpson Street, Clapham Junction",-0.170704,51.4708,527152.88,176240.24
654,"Ashmole Estate, Oval",-0.117662,51.4827,530803.31,177649.253
655,"Crabtree Lane, Fulham",-0.219346,51.4829,523741.7,177501.59
656,"Broomhouse Lane, Parsons Green",-0.199136,51.4684,525184.59,175920.97
657,"Blythe Road West, Shepherd's Bush",-0.221792,51.4997,523526.62,179358.97
658,"Ethelburga Estate, Battersea Park",-0.164786,51.4773,527546.27,176966.96
659,"Blackfriars Station, St. Paul's",-0.1030789,51.511934,531731,180928
660,"West Kensington Station, West Kensington",-0.20603,51.4909,524645.4,178406.3
661,"All Saints Church, Portobello",-0.202609,51.5163,524813.41,181241.632
662,"Phene Street, Chelsea",-0.16792,51.485,527307.16,177817.12
663,"Clarendon Road, Avondale",-0.211594,51.5132,524197.96,180883.25
664,"Austin Road, Battersea Park",-0.155443,51.4744,528202.6,176659.39
665,"Smugglers Way, Wandsworth",-0.191723,51.4611,525719.73,175117.51
666,"Olympia Way, Olympia",-0.208158,51.4961,524483.03,178983.83
667,"Shepherd's Bush Road North, Shepherd's Bush",-0.222293,51.5016,523487.44,179570.5
668,"Ravenscourt Park Station, Hammersmith",-0.23677,51.4942,522501.57,178726.74
669,"Teversham Lane, Stockwell",-0.123258,51.4761,530433.25,176912.89
670,"Ashley Crescent, Battersea",-0.152249,51.4672,528445.32,175864.51
671,"Parsons Green Station, Parsons Green",-0.201968,51.4751,525128.73,176409.39
672,"Grant Road Central, Clapham Junction",-0.173657,51.4647,526964.82,175549.88
673,"Hibbert Street, Battersea",-0.180389,51.4652,526495.67,175592.21
674,"Carnegie Street, King's Cross",-0.116191,51.5355,530753.69,183521.76
675,"Usk Road, Clapham Junction",-0.182126,51.4635,526379.77,175401.93
676,"Hartington Road, Stockwell",-0.126874,51.4779,530176.61,177098.25
677,"Heath Road, Battersea",-0.146545,51.4687,528836.87,176039.6
678,"Esmond Street, Putney",-0.211469,51.4623,524345.4,175220.69
679,"Orbel Street, Battersea",-0.170211,51.4745,527176.53,176651.24
680,"Westbridge Road, Battersea",-0.170329,51.4777,527159.92,177000.76
681,"Bishop's Avenue, Fulham",-0.21475,51.473,524088.13,176408.16
682,"Crisp Road, Hammersmith",-0.226606,51.4881,523223.78,178064.49
683,"Dorothy Road, Clapham Junction",-0.163751,51.4651,527651.66,175609.49
684,"Neville Gill Close, Wandsworth",-0.195197,51.4548,525496.37,174408.43
685,"Osiers Road, Wandsworth",-0.198735,51.4607,525234.12,175060.37
686,"Beryl Road, Hammersmith",-0.222456,51.4881,523511.94,178074.75
687,"Maclise Road, Olympia",-0.211456,51.4976,524250.15,179146.3
688,"Northfields, Wandsworth",-0.200668,51.461,525099.26,175087.68
689,"Spanish Road, Clapham Junction",-0.180885,51.4592,526478.29,174929.86
690,"Stanley Grove, Battersea",-0.15213,51.4705,528444.17,176230.57
691,"Erin Close, Walham Green",-0.195777,51.4795,525387.94,177155.06
